,library_function_call,last_method_call,line,file,config,Responsable_AI_principles,Repos
3051,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,61,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3052,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,71,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3053,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,81,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3054,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,89,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3055,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,100,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3056,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,111,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3057,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,122,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3058,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,144,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3059,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,156,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3060,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,180,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3061,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,192,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3062,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,214,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3063,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,226,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3064,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,250,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3065,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,270,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3066,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,282,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3067,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,303,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3068,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,316,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3069,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,330,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3070,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,339,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3071,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,345,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3072,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,357,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3073,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,91,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3074,tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacyAverageQuery,no_privacy_query.NoPrivacyAverageQuery,196,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3075,tensorflow_privacy.privacy.dp_query.quantile_estimator_query.QuantileEstimatorQuery,quantile_estimator_query.QuantileEstimatorQuery,27,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3076,tensorflow_privacy.privacy.dp_query.quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,35,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3077,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,69,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3078,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,101,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3079,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,131,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3080,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,163,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3081,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,195,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3082,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,232,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3083,tensorflow_privacy.privacy.dp_query.quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,240,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3084,tensorflow_privacy.privacy.estimators.binary_class_head.DPBinaryClassHead,binary_class_head.DPBinaryClassHead,20,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3085,tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,41,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3086,tensorflow_privacy.privacy.estimators.binary_class_head.DPBinaryClassHead,binary_class_head.DPBinaryClassHead,46,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3087,tensorflow_privacy.privacy.optimizers.dp_optimizer_keras.DPKerasSGDOptimizer,DPKerasSGDOptimizer,47,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3088,tensorflow_privacy.privacy.estimators.test_utils.make_model_fn,test_utils.make_model_fn,52,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3089,tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,56,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3090,tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,59,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3091,tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,61,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3092,tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,64,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3093,tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,66,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3094,tensorflow_privacy.privacy.estimators.head_utils.binary_or_multi_class_head,head_utils.binary_or_multi_class_head,33,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\dnn.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3095,tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,23,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\dnn_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3096,tensorflow_privacy.privacy.estimators.dnn.DNNClassifier,dnn.DNNClassifier,35,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\dnn_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3097,tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,44,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\dnn_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3098,tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,47,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\dnn_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3099,tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,49,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\dnn_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3100,tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,52,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\dnn_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3101,tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,54,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\dnn_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3102,tensorflow_privacy.privacy.estimators.binary_class_head.DPBinaryClassHead,DPBinaryClassHead,37,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\head_utils.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3103,tensorflow_privacy.privacy.estimators.multi_class_head.DPMultiClassHead,DPMultiClassHead,42,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\head_utils.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
3104,tensorflow_privacy.privacy.estimators.multi_class_head.DPMultiClassHead,multi_class_head.DPMultiClassHead,20,data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\multi_class_head_test.py,privacy,Privacy,data-science-on-aws-workshop-2021-06-28
